,Ragione sociale,BvD ID number,Codice fiscale,Numero CCIAA,Partita IVA,Indirizzo sede legale,Provincia,Indirizzo sede legale - Codice postale,Indirizzo sede legale - Regione,Sede operativa,Sede operativa - Provincia,Sede operativa - Codice postale,Sede operativa - Regione - Regione,"ATECO 2007
codice",Anno di costituzione,Fondazione,Stato giuridico,Forma giuridica
7043.,"I.G.M. S.R.L. (START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N.3)",IT01035520145,01035520145,SO0077892,01035520145,"VIA V ALPINI, 6",Sondrio,23017,Lombardia,,,,,721909,23/12/2019,,Attiva,S.R.L.
7044.,INCREMENTUM FACTORY S.R.L.,IT01582840524,01582840524,SI0217224,01582840524,"VIA ROMA, 75",Siena,53100,Toscana,,,,,721909,06/09/2023,,Attiva,S.R.L.
7045.,ROCCHI TECHNOLOGIES S.R.L.,IT01582270524,01582270524,SI0217161,01582270524," BONIFICA, 36",Siena,53043,Toscana,,,,,721909,30/08/2023,,Attiva,S.R.L.
7046.,SCREENYOURSELF S.R.L.,IT01571980521,01571980521,SI0215320,01571980521,"VIA ROMA, 77",Siena,53100,Toscana,,,,,960909,07/02/2023,,Attiva,S.R.L.
7047.,MINDAHEAD S.R.L.,IT01565000526,01565000526,SI0214140,01565000526,"VIA DEI ROSSI, 2",Siena,53100,Toscana,,,,,620100,17/10/2022,,Attiva,S.R.L.
7048.,SOUNDER S.R.L.,IT01557260526,01557260526,SI0212801,01557260526,"VLE VITTORIO EMANUELE II, 27",Siena,53100,Toscana,,,,,620100,12/05/2022,,Attiva,S.R.L.
7049.,TOWERLEND ITALIA S.R.L.,IT01554730521,01554730521,SI0212326,01554730521,"VIA DI FONDOVALLE, 31",Siena,53043,Toscana,,,,,263029,22/03/2022,,Attiva,S.R.L.
7050.,UCME BIOSCIENCE S.R.L.,IT01537970525,01537970525,SI0209448,01537970525,"VIA ESTERNA DI FONTEBRANDA, 21",Siena,53100,Toscana,,,,,721100,31/05/2021,,Attiva,S.R.L.
7051.,NON IONIZING RADIATION PERSONAL SHIELDING S.R.L.,IT01523060521,01523060521,SI0206985,01523060521,"VIA SALCETO, 85",Siena,53036,Toscana,,,,,620909,20/10/2020,,Attiva,S.R.L.
7052.,MODERN TOUCH S.R.L. SEMPLIFICATA UNIPERSONALE,IT01520830520,01520830520,SI0206573,01520830520,"VIA GIUSEPPE SABATINI, 7",Siena,53042,Toscana,,,,,620909,07/09/2020,,Attiva,S.R.L. semplificata
7053.,VIENI CON ME SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT01520860527,01520860527,SI0206568,01520860527,"VIA GIUSEPPE SABATINI, 7",Siena,53042,Toscana,,,,,620909,07/09/2020,,Attiva,S.R.L. semplificata
7054.,LAW ENGINEERING SYSTEMS SRL,IT01500710528,01500710528,SI0202984,01500710528,"VIA LEONIDA CIALFI, 23",Siena,53100,Toscana,,,,,620909,26/07/2019,,Attiva,S.R.L.
7055.,HUMAN DRONE TEAM SRL,IT01561170117,01561170117,SA0510403,01561170117,"LOC BORGHI, 11",Salerno,84055,Campania,,,,,721909,02/08/2023,,Attiva,S.R.L.
7056.,LANDSIGHT - S.R.L.,IT06226060652,06226060652,SA0507004,06226060652,"VIA FRANCESCO LA FRANCESCA, 46",Salerno,84124,Campania,,,,,620100,04/12/2023,,Attiva,S.R.L.
7057.,CIONCADA - S.R.L.,IT06224700655,06224700655,SA0506922,06224700655,"VIA LUIGI STAIBANO, 3/SCALA U INTER",Salerno,84124,Campania,,,,,289300,27/11/2023,,Attiva,S.R.L.
7058.,INFOMINDS.LAB SRL,IT06215730653,06215730653,SA0506173,06215730653,"VIA GIOVANNIELLO CAROLA, 1",Salerno,84131,Campania,,,,,620100,18/10/2023,,Attiva,S.R.L.
7059.,MADE IN ITALY - A.I. - MARKETPLACE S.R.L.,IT06216180650,06216180650,SA0506124,06216180650,"VIA ALFONSO BALZICO, 26",Salerno,84122,Campania,,,,,631200,19/10/2023,,Attiva,S.R.L.
7060.,ENGINOUS S.R.L.,IT04575230612,04575230612,SA0505438,04575230612,"VIA ZURLO PALAZZO ROSATO, 40",Salerno,84012,Campania,,,,,620909,19/04/2021,,Attiva,S.R.L.
7061.,COMMIGO SOCIETA' A RESPONSABILITA' LIMITATA,IT06202380652,06202380652,SA0505103,06202380652,"VIA GIOVANNI PAOLO II, 132",Salerno,84084,Campania,,,,,620100,02/08/2023,,Attiva,S.R.L.
7062.,TECHEALTHVOLUTION SOCIETA' A RESPONSABILITA' LIMITATA,IT06202400658,06202400658,SA0505097,06202400658,"VIA GIOVANNI PAOLO II, 132",Salerno,84084,Campania,,,,,620100,02/08/2023,,Attiva,S.R.L.
7063.,CAREGIVER.IT SRL,IT06200650650,06200650650,SA0505074,06200650650,"VLE WAGNER RICHARD, 28",Salerno,84131,Campania,,,,,620909,24/07/2023,,Attiva,S.R.L.
7064.,AEGISTER S.P.A.,IT06200550652,06200550652,SA0504956,06200550652,"VIA ALDO MORO, 1",Salerno,84081,Campania,,,,,620200,24/07/2023,,Attiva,S.P.A.
7065.,X-FOR S.R.L.,IT06197660654,06197660654,SA0504677,06197660654,"VIA GIOVANNI PAOLO II, 132",Salerno,84084,Campania,,,,,620100,10/07/2023,,Attiva,S.R.L.
7066.,AWACO ENERGY S.R.L.,IT06196020652,06196020652,SA0504653,06196020652,"VIA FRANCESCO ANTONIO VENTIMIGLIA,",Salerno,84129,Campania,,,,,721909,03/07/2023,,Attiva,S.R.L.
7067.,CARVES S.R.L.,IT06189840652,06189840652,SA0504264,06189840652,"VIA MEZZACAPO, 121",Salerno,84036,Campania,,,,,721909,07/06/2023,,Attiva,S.R.L.
7068.,ANVEST RESEARCH S.R.L.,IT06189390658,06189390658,SA0504176,06189390658,VIA ROSARIO LIVATINO,Salerno,84083,Campania,,,,,721909,01/06/2023,,Attiva,S.R.L.
7069.,ALPHACA S.R.L.,IT06179560658,06179560658,SA0503274,06179560658,VIA ISCA,Salerno,84051,Campania,,,,,829999,21/04/2023,,Attiva,S.R.L.
7070.,HAUSME S.R.L.,IT06173480655,06173480655,SA0502794,06173480655,"VIA LUIGI GUERCIO, 145",Salerno,84134,Campania,,,,,620100,28/03/2023,,Attiva,S.R.L.
7071.,G2R LAB SOCIETA' A RESPONSABILITA' LIMITATA,IT06143770656,06143770656,SA0500685,06143770656," VIALE GIACOMO BRODOLINI, 26",Salerno,84091,Campania,VIALE PARIOLI 39/C,Roma,00197,LAZIO,829999,15/12/2022,,Attiva,S.R.L.
7072.,ONETACT S.R.L.,IT06132190650,06132190650,SA0499661,06132190650,"VIA ANDREA TORTORA, 107",Salerno,84016,Campania,,,,,620100,12/10/2022,,Attiva,S.R.L.
7073.,SANI - IT S.R.L.,IT06126540654,06126540654,SA0499280,06126540654,"VIA BARTOLOMEO PRIGNANO, 1",Salerno,84125,Campania,,,,,289999,19/09/2022,,Attiva,S.R.L.
7074.,GREEN PARTS S.R.L.,IT06118390654,06118390654,SA0498644,06118390654,"VIA GUGLIELMO TALAMO, 2",Salerno,84131,Campania,,,,,620100,26/07/2022,,Attiva,S.R.L.
7075.,ASG CONNECT SRL IN LIQUIDAZIONE,IT06116910651,06116910651,SA0498630,06116910651,"VIA GIULIO PASTORE, 24",Salerno,84131,Campania,,,,,631200,20/07/2022,,In liquidazione,S.R.L.
7076.,G2R CODE SOCIETA' A RESPONSABILITA' LIMITATA,IT06116720654,06116720654,SA0498472,06116720654,"VLE GIACOMO BRODOLINI, 26",Salerno,84091,Campania,VIALE PARIOLI 39/C,Roma,00197,LAZIO,620100,19/07/2022,,Attiva,S.R.L.
7077.,ALAN POWER S.R.L.,IT06107610658,06107610658,SA0497727,06107610658,"VIA ARCIVESCOVO CARMINE CESARANO, 3",Salerno,84016,Campania,,,,,620909,07/06/2022,,Attiva,S.R.L.
7078.,MATOX - S.R.L.,IT06095980659,06095980659,SA0496876,06095980659,"VIA MICHELE PIRONTI, 1",Salerno,84134,Campania,,,,,721909,19/04/2022,,Attiva,S.R.L.
7079.,DIGICORP S.R.L.,IT06094600654,06094600654,SA0496767,06094600654,"VIA LUIGI GUERCIO, 44",Salerno,84134,Campania,,,,,620100,12/04/2022,,Attiva,S.R.L.
7080.,MIOGARAGE S.R.L.,IT06077330659,06077330659,SA0495363,06077330659,"VIA GALILEO FERRARIS, 24",Salerno,84018,Campania,VIA GALILEO FERRARIS 24,Salerno,84018,CAMPANIA,620100,15/02/2022,,Attiva,S.R.L.
7081.,OBERCHAIN S.R.L.,IT06074270650,06074270650,SA0495243,06074270650,"VIA FILANDA, 3",Salerno,84080,Campania,,,,,620100,07/02/2022,,Attiva,S.R.L.
7082.,INNOVA4HEALTH SRL,IT06059800653,06059800653,SA0494272,06059800653,"VIA ANTONIO AMATO, 26",Salerno,84131,Campania,,,,,620909,22/12/2021,,Attiva,S.R.L.
7083.,INTEI SRL,IT06058530657,06058530657,SA0494189,06058530657,"VIA ROSA JEMMA, 47",Salerno,84091,Campania,,,,,620100,16/12/2021,,Attiva,S.R.L.
7084.,COMMUNITY IDEAS SRL,IT06057730654,06057730654,SA0494056,06057730654,CNT TERZERIE,Salerno,84053,Campania,,,,,631200,14/12/2021,,Attiva,S.R.L.
7085.,NUVOLA S.R.L.,IT06053350655,06053350655,SA0493671,06053350655,"VIA LEONARDO DA VINCI, 17",Salerno,84098,Campania,,,,,463310,19/11/2021,,Attiva,S.R.L.
7086.,ROOSTER BYTE SOLUTIONS S.R.L.S.,IT06037320659,06037320659,SA0492431,06037320659,"VIA CROCIFISSO, 135",Salerno,84012,Campania,,,,,620200,13/09/2021,,Attiva,S.R.L. semplificata
7087.,EBRIS S.R.L.,IT06030830654,06030830654,SA0492027,06030830654,"VIA SALVATORE DE RENZI, 50",Salerno,84125,Campania,,,,,721100,05/08/2021,,Attiva,S.R.L.
7088.,AGRO INNOVATION S.R.L.,IT06021680654,06021680654,SA0491432,06021680654,"VIA VINCENZO VELARDI, 1",Salerno,84014,Campania,,,,,103900,23/06/2021,,Attiva,S.R.L.
7089.,IODA S.R.L.,IT06020630650,06020630650,SA0491183,06020630650,"CSO VITTORIO EMANUELE, 126",Salerno,84122,Campania,,,,,620100,15/06/2021,,Attiva,S.R.L.
7090.,DRIOT S.R.L.,IT06019930657,06019930657,SA0491151,06019930657,"VIA ANDREA ROMALDO, 8",Salerno,84134,Campania,VIA ANDREA ROMALDO 8,Salerno,84134,CAMPANIA,620909,21/06/2021,,Attiva,S.R.L.
7091.,IDROTEC S.R.L.,IT15481341004,15481341004,SA0490883,15481341004,"VIA ELEA, 32",Salerno,84046,Campania,,,,,721909,30/10/2019,,Attiva,S.R.L.
7092.,HAGA2 S.R.L.,IT06014230657,06014230657,SA0490832,06014230657,"VIA BADIA, 115",Salerno,84012,Campania,,,,,721909,07/06/2021,,Attiva,S.R.L.
7093.,METALLICA 4.0 S.R.L.,IT06009960656,06009960656,SA0490417,06009960656,"VIA FRANCESCO LA FRANCESCA, 46",Salerno,84124,Campania,,,,,259930,17/05/2021,,Attiva,S.R.L.
7094.,GRUPPO ESSE LAB - S.R.L. IN LIQUIDAZIONE,IT05998930654,05998930654,SA0489832,05998930654,"VIA STELLA, 13",Salerno,84091,Campania,,,,,721909,13/04/2021,,In liquidazione,S.R.L.
7095.,MADEHOUSE S.R.L.,IT06001310652,06001310652,SA0489827,06001310652,"VIA LUIGI GUERCIO, 66",Salerno,84134,Campania,,,,,411000,19/04/2021,,Attiva,S.R.L.
7096.,ENISMARO S.R.L.,IT05969710655,05969710655,SA0487486,05969710655,"VIA CASARSE, 12",Salerno,84133,Campania,,,,,620100,12/01/2021,,Attiva,S.R.L.
7097.,DGTEK INNOVATION S.R.L.,IT05961460655,05961460655,SA0487042,05961460655,"VIA SAN LEONARDO, 52/F",Salerno,84131,Campania,,,,,620100,21/12/2020,,Attiva,S.R.L.
7098.,IN MASH S.R.L.,IT05958930652,05958930652,SA0486825,05958930652,"VIA LEONARDO DA VINCI, 17/A",Salerno,84098,Campania,,,,,275100,27/11/2020,,Attiva,S.R.L.
7099.,PAGANO SOFTWARE & TECHNOLOGIES S.R.L.,IT05953670659,05953670659,SA0486551,05953670659,"STP 39 KM.1,200, SNC",Salerno,84030,Campania,,,,,620100,11/11/2020,,Attiva,S.R.L.
7100.,ROLAB ITALY S.R.L.,IT05930020655,05930020655,SA0484793,05930020655,"VIA BARBAZZANO, 93",Salerno,84016,Campania,,,,,721909,24/07/2020,,Attiva,S.R.L.
7101.,CHARTBOT S.R.L.,IT05929260650,05929260650,SA0484719,05929260650,"VIA IGNAZIO LODATO, 59",Salerno,84025,Campania,,,,,620100,23/07/2020,,Attiva,S.R.L.
7102.,BBB S.R.L.,IT05876780650,05876780650,SA0480631,05876780650,"VIA TENENTE PASQUALE NASTRI, 69",Salerno,84084,Campania,,,,,162322,13/01/2020,,Attiva,S.R.L.
7103.,ENERGIA SRL,IT05763520656,05763520656,SA0472161,05763520656,"LRE CLEMENTE TAFURI, 1",Salerno,84127,Campania,,,,,351100,21/11/2018,,Attiva,S.R.L.
7104.,IDROPONICA OVERSIZE 4.0 SRL,IT01647680295,01647680295,RO0452692,01647680295,"VIA BASSAFONDA, 25",Rovigo,45010,Veneto,,,,,620909,01/08/2023,,Attiva,S.R.L.
7105.,SKYCLOUDS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT01634740292,01634740292,RO0447185,01634740292,"CSO DEL POPOLO, 161",Rovigo,45100,Veneto,,,,,855920,13/10/2022,,Attiva,S.R.L. semplificata
7106.,RI7ETTE S.R.L.,IT03163100807,03163100807,RC0213525,03163100807,"VIA TOMMASO GULLI, 6/A",Reggio di Calabria,89127,Calabria,VIA TOMMASO GULLI 6 A,Reggio Calabria,89127,CALABRIA,479100,08/03/2021,,Attiva,S.R.L.
7107.,CP TECHNOLOGIES SRL,IT04708470408,04708470408,RN0434393,04708470408," INDUSTRIE, 13",Rimini,47824,Emilia-Romagna,,,,,309111,03/10/2023,,Attiva,S.R.L.
7108.,EDIZIONI NOTAE SRL,IT04699970408,04699970408,RN0433799,04699970408,"VIA SAN LORENZO IN CORREGGIANO, 55",Rimini,47924,Emilia-Romagna,,,,,620100,02/08/2023,,Attiva,S.R.L.
7109.,VISITAWORLD S.R.L.,IT04692710405,04692710405,RN0433220,04692710405,"VIA DUE PONTI, 8",Rimini,47833,Emilia-Romagna,,,,,620100,09/06/2023,,Attiva,S.R.L.
7110.,REPLATE S.R.L.,IT04691470407,04691470407,RN0433113,04691470407,"VLE MARIA BORMAN CECCARINI, 195",Rimini,47838,Emilia-Romagna,,,,,620100,01/06/2023,,Attiva,S.R.L.
7111.,VISIONGR S.R.L.,IT04685920409,04685920409,RN0432653,04685920409,"VIA SANTARCANGIOLESE TORRIANA, 27",Rimini,47824,Emilia-Romagna,,,,,205940,26/04/2023,,Attiva,S.R.L.
7112.,SABA SOCIETA' A RESPONSABILITA' LIMITATA,IT04684170402,04684170402,RN0432486,04684170402,"VIA FRANCESCO ALGAROTTI, 26",Rimini,47923,Emilia-Romagna,,,,,162100,17/04/2023,,Attiva,S.R.L.
7113.,SED SRL,IT04683980405,04683980405,RN0432394,04683980405,"VLE REGINA MARGHERITA, 201",Rimini,47924,Emilia-Romagna,,,,,620100,13/04/2023,,Attiva,S.R.L.
7114.,SAFERX S.R.L.,IT04677710404,04677710404,RN0431887,04677710404,"PZA MALATESTA, 21",Rimini,47923,Emilia-Romagna,,,,,620200,09/03/2023,,Attiva,S.R.L.
7115.,VONGOLE BERNARDI S.B. SRL,IT04669830400,04669830400,RN0431180,04669830400,"VIA DEL LAVORO, 1",Rimini,47822,Emilia-Romagna,,,,,721909,02/02/2023,,Attiva,S.R.L.
7116.,OLIMPUS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT04626070405,04626070405,RN0427597,04626070405,"VLO DI BRUSED, 5",Rimini,47822,Emilia-Romagna,,,,,721909,19/04/2022,,Attiva,S.R.L. semplificata
7117.,GIARDINI ONLINE S.R.L.,IT04616200400,04616200400,RN0426560,04616200400,"VLE ORTIGARA, 17",Rimini,47921,Emilia-Romagna,,,,,479110,23/02/2022,,Attiva,S.R.L.
7118.,COBRA S.R.L.,IT04578310403,04578310403,RN0423395,04578310403,"VIA GIOSUE' CARDUCCI, 30/A",Rimini,47841,Emilia-Romagna,,,,,620100,07/07/2021,,Attiva,S.R.L.
7119.,HEXESOFT SRL,IT04569860408,04569860408,RN0422644,04569860408,"VLE MARIA BORMAN CECCARINI, 187",Rimini,47838,Emilia-Romagna,,,,,620100,17/05/2021,,Attiva,S.R.L.
7120.,WCP RESEARCH S.R.L.,IT04569220405,04569220405,RN0422536,04569220405,"VIA FLAMINIA CONCA, 43",Rimini,47923,Emilia-Romagna,,,,,721909,11/05/2021,,Attiva,S.R.L.
7121.,RGA SRL IN LIQUIDAZIONE,IT04558240406,04558240406,RN0421596,04558240406,"VIA CARLO CIGNANI, 2/A",Rimini,47923,Emilia-Romagna,,,,,479110,16/03/2021,,In liquidazione,S.R.L.
7122.,AUTOMATIC RETAIL ITALIA S.R.L.,IT04538860406,04538860406,RN0420175,04538860406,"VLE ALBERTO SIMONINI, 3",Rimini,47923,Emilia-Romagna,,,,,620100,30/12/2020,,Attiva,S.R.L.
7123.,SLENOS SRL STARTUP INNOVATIVA,IT04528310404,04528310404,RN0419221,04528310404,"VIA MARECCHIESE, 166",Rimini,47922,Emilia-Romagna,VIA MARECCHIESE 166,Rimini,47922,EMILIA-ROMAGNA,631120,01/10/2020,,Attiva,S.R.L.
7124.,BIOVERSE S.R.L.,IT04502930409,04502930409,RN0417018,04502930409,"VIA NUOVA CIRCONVALLAZIONE, 57/B",Rimini,47923,Emilia-Romagna,VIA NUOVA CIRCONVALLAZIONE 57/B,Rimini,47923,EMILIA-ROMAGNA,266009,02/03/2020,,Attiva,S.R.L.
7125.,SKYY BLUE S.R.L.,IT04465090407,04465090407,RN0413911,04465090407,"VIA CASINO ALBINI, 480",Rimini,47842,Emilia-Romagna,,,,,620200,12/07/2019,,Attiva,S.R.L.
7126.,EMPLACE SOCIETA' A RESPONSABILITA' LIMITATA,IT16726231000,16726231000,RM1672020,16726231000,"LGO PIETRO VASSALLETTO, 6",Roma,00196,Lazio,,,,,479110,18/05/2022,,Attiva,S.R.L.
7127.,PROFESSIONISTA365 S.R.L.,IT02094890767,02094890767,PZ0207052,02094890767,"VIA DELL'ARTIGIANATO, 1/A",Potenza,85020,Basilicata,VIA DELL'ARTIGIANATO 1/A,Potenza,85020,BASILICATA,620100,18/01/2021,,Attiva,S.R.L.
7128.,AR-IOS S.R.L.,IT02734230028,02734230028,RM1732896,02734230028," SELCI, 47",Roma,00184,Lazio,,,,,279009,26/05/2021,,Attiva,S.R.L.
7129.,ENHYDRO SCIENCE SRL,IT17402831006,17402831006,RM1716654,17402831006,"VIA VENEZIANI, 6",Roma,00071,Lazio,,,,,721100,13/12/2023,,Attiva,S.R.L.
7130.,NEXING S.R.L.,IT17383931007,17383931007,RM1714971,17383931007,"VIA GUGLIELMO CALDERINI, 68/INTERNO",Roma,00196,Lazio,,,,,620100,16/11/2023,,Attiva,S.R.L.
7131.,SKETCHDATA - SOCIETA' A RESPONSABILITA' LIMITATA,IT17362551008,17362551008,RM1714250,17362551008,"VIA DEL CASALETTO, 635",Roma,00151,Lazio,,,,,620100,25/10/2023,,Attiva,S.R.L.
7132.,WORLD TUSCANY DEVELOPMENT S.R.L. IN BREVE WTD S.R.L.,IT17363661004,17363661004,RM1713944,17363661004,"VIA ALDINO, 9",Roma,00124,Lazio,,,,,721909,02/11/2023,,Attiva,S.R.L.
7133.,THE MADS S.R.L.,IT17360501005,17360501005,RM1713158,17360501005,"VIA DI AFFOGALASINO, 34",Roma,00148,Lazio,,,,,620100,24/10/2023,,Attiva,S.R.L.
7134.,UNAITALIA SOLAR BATTERIES SOCIETA' A RESPONSABILITA' LIMITATA,IT17358341000,17358341000,RM1713025,17358341000,"VLE DELLE PROVINCIE, 155",Roma,00162,Lazio,,,,,351100,19/10/2023,,Attiva,S.R.L.
7135.,MONI2BSAFE SRL,IT17354571006,17354571006,RM1712751,17354571006,"VIA DEL POLITECNICO, 1",Roma,00133,Lazio,,,,,721909,24/10/2023,,Attiva,S.R.L.
7136.,SKILLI S.R.L.,IT17348621008,17348621008,RM1712719,17348621008,"VIA COSTANTINO MORIN, 12",Roma,00195,Lazio,,,,,620100,18/10/2023,,Attiva,S.R.L.
7137.,GT GLOBAL TRACK SOCIETA' A RESPONSABILITA' LIMITATA,IT17350951004,17350951004,RM1712490,17350951004,"VIA DELLA ROCCA, 2",Roma,00015,Lazio,,,,,620909,16/10/2023,,Attiva,S.R.L.
7138.,OMEN 2023 S.R.L.,IT17350801001,17350801001,RM1712481,17350801001,"VIA ROVERETO, 7",Roma,00198,Lazio,,,,,620200,17/10/2023,,Attiva,S.R.L.
7139.,EDY S.R.L.,IT17314791009,17314791009,RM1710447,17314791009,"VIA LUIGI GALLO, 27",Roma,00136,Lazio,,,,,620100,27/09/2023,,Attiva,S.R.L.
7140.,AGRISKY S.R.L.,IT17315061006,17315061006,RM1710333,17315061006,"VIA DEI QUINTILI, 208",Roma,00175,Lazio,,,,,620100,27/09/2023,,Attiva,S.R.L.
7141.,ALLINONE S.R.L.,IT17315951008,17315951008,RM1710307,17315951008,"VIA ANTONIO SALANDRA, 13",Roma,00187,Lazio,,,,,631200,27/09/2023,,Attiva,S.R.L.
7142.,BYE S.R.L.,IT17311611002,17311611002,RM1710266,17311611002," VIA LUNGO TEVRE FLAMINIO 76, 76",Roma,00196,Lazio,,,,,721909,22/09/2023,,Attiva,S.R.L.
7143.,SOONRISE S.R.L.,IT17315901003,17315901003,RM1710218,17315901003,"VIA DEI GRANAI DI NERVA, 48",Roma,00142,Lazio,,,,,620100,26/09/2023,,Attiva,S.R.L.
7144.,MCA GROUP S.R.L.,IT17303101004,17303101004,RM1709378,17303101004,"VIA TORQUATO TARAMELLI, 30",Roma,00197,Lazio,,,,,620100,11/09/2023,,Attiva,S.R.L.
7145.,FARMEET S.R.L. SOCIETA' BENEFIT,IT17302671007,17302671007,RM1709356,17302671007,"VIA AMASENO, 46",Roma,00131,Lazio,,,,,702209,19/09/2023,,Attiva,S.R.L.
7146.,PRIMIGEN S.R.L.,IT17295801009,17295801009,RM1709036,17295801009,"VIA COLLE PIZZUTO, 47/A",Roma,00044,Lazio,,,,,582100,13/09/2023,,Attiva,S.R.L.
7147.,AUTOMATION INTELLIGENCE AND CONTROL S.R.L.,IT17291131005,17291131005,RM1708701,17291131005,"VIA BERGAMO, 43",Roma,00198,Lazio,,,,,721909,11/09/2023,,Attiva,S.R.L.
7148.,ZERQ S.R.L.,IT17284981002,17284981002,RM1708671,17284981002,"VIA DELLO STATUTO, 58",Roma,00185,Lazio,,,,,620100,05/09/2023,,Attiva,S.R.L.
7149.,IOTILIZE.ME S.R.L.,IT17287471001,17287471001,RM1708516,17287471001,"VIA FRANCESCO CORNARO, 72",Roma,00152,Lazio,,,,,620100,06/09/2023,,Attiva,S.R.L.
7150.,VICKEY S.R.L.,IT17286301001,17286301001,RM1708455,17286301001,"VIA DI AFFOGALASINO, 34",Roma,00148,Lazio,,,,,620100,06/09/2023,,Attiva,S.R.L.
7151.,EXCITE BUSINESS COMPANY SOCIETA' A RESPINSABILITA' LIMITATA,IT17271631008,17271631008,RM1707974,17271631008,"VIA DEI GRANAI DI NERVA, 48",Roma,00142,Lazio,,,,,620200,04/08/2023,,Attiva,S.R.L.
7152.,TEGEL S.R.L.,IT17273511000,17273511000,RM1707809,17273511000,"VIA FLAVIA, 75",Roma,00055,Lazio,,,,,631200,08/08/2023,,Attiva,S.R.L.
7153.,DUOMECO S.R.L.,IT17268761008,17268761008,RM1707394,17268761008,"VIA CESARE PASCOLETTI, 25",Roma,00163,Lazio,,,,,620100,01/08/2023,,Attiva,S.R.L.
7154.,ONMAKE - S.R.L.,IT17261401008,17261401008,RM1707372,17261401008,"VIA DELLE ANTILLE, 60",Roma,00121,Lazio,,,,,721909,27/07/2023,,Attiva,S.R.L.
7155.,VLCKD ITALIA S.R.L.,IT17264711007,17264711007,RM1707082,17264711007,"VIA GIULIO TARRA, 2",Roma,00151,Lazio,,,,,620100,25/07/2023,,Attiva,S.R.L.
7156.,HYSAFE SRL - START UP INNOVATIVA,IT17263661005,17263661005,RM1707016,17263661005,"VIA EUDOSSIANA, 18",Roma,00184,Lazio,,,,,721909,27/07/2023,,Attiva,S.R.L.
7157.,TECHMETIS SRL,IT17258161003,17258161003,RM1707006,17258161003,"VLE GIULIO CESARE, 71",Roma,00192,Lazio,,,,,620100,20/07/2023,,Attiva,S.R.L.
7158.,ACED SPORTS S.R.L.,IT17260531003,17260531003,RM1706783,17260531003,"VIA DEI BERIO, 61",Roma,00155,Lazio,,,,,620100,25/07/2023,,Attiva,S.R.L.
7159.,ADDIVVU S.R.L.,IT17256731005,17256731005,RM1706498,17256731005,"VIA ALBALONGA, 40",Roma,00183,Lazio,,,,,620100,20/07/2023,,Attiva,S.R.L.
7160.,QUARISTO SRL,IT17256261003,17256261003,RM1706472,17256261003,"VIA DI GROTTAROSSA, 55",Roma,00189,Lazio,,,,,620909,20/07/2023,,Attiva,S.R.L.
7161.,OPEN SUITE S.R.L.,IT17256171004,17256171004,RM1706465,17256171004,"VIA VALERIA MORICONI, 22",Roma,00138,Lazio,,,,,620100,18/07/2023,,Attiva,S.R.L.
7162.,HANDY SIGNS S.R.L.,IT17246311009,17246311009,RM1706106,17246311009,"VIA GUGLIELMO CALDERINI, 68",Roma,00196,Lazio,,,,,620100,12/07/2023,,Attiva,S.R.L.
7163.,CINEMIZE SOCIETA' A RESPONSABILITA' LIMITATA,IT17243311002,17243311002,RM1706028,17243311002,"VIA TOLMEZZO, 67",Roma,00177,Lazio,,,,,620100,10/07/2023,,Attiva,S.R.L.
7164.,LEXMATIC S.R.L.,IT17244741009,17244741009,RM1705824,17244741009,"VIA SARDEGNA, 69",Roma,00187,Lazio,,,,,631119,10/07/2023,,Attiva,S.R.L.
7165.,NUTRINTECH MED ITALIA S.R.L.,IT17246361004,17246361004,RM1705762,17246361004,"VIA ANTONIO BERTOLONI, 55",Roma,00197,Lazio,,,,,721909,07/07/2023,,Attiva,S.R.L.
7166.,REPET S.R.L.,IT17244961003,17244961003,RM1705657,17244961003,"VIA VINCENZO RENIERI, 23",Roma,00142,Lazio,,,,,721909,11/07/2023,,Attiva,S.R.L.
7167.,MEDYKS - SOCIETA' A RESPONSABILITA' LIMITATA,IT17242361008,17242361008,RM1705463,17242361008,"VLE CORTINA D'AMPEZZO, 199",Roma,00135,Lazio,,,,,620200,10/07/2023,,Attiva,S.R.L.
7168.,REVIXIT S.R.L.,IT17227001009,17227001009,RM1704603,17227001009,"VIA PISA, 30",Roma,00162,Lazio,,,,,749099,28/06/2023,,Attiva,S.R.L.
7169.,SUNGLASSES.AI S.R.L.,IT17226411001,17226411001,RM1704593,17226411001,"VIA LUNIGIANA, 6",Roma,00161,Lazio,,,,,582900,26/06/2023,,Attiva,S.R.L.
7170.,SPORT DATA S.R.L.,IT17221451002,17221451002,RM1704501,17221451002,"LGO GIUSEPPE TONIOLO, 6",Roma,00186,Lazio,,,,,620100,22/06/2023,,Attiva,S.R.L.
7171.,JYM HOUSE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT17220341006,17220341006,RM1703979,17220341006,"VIA NICOLA FABRIZI, 11/A",Roma,00153,Lazio,,,,,620100,19/06/2023,,Attiva,S.R.L. semplificata
