Organization Name,Organization Name URL,IPO Status,Company Type,Industries,Number of Employees,Headquarters Location,CB Rank (Organization),Stage,CB Rank (Company),Stock Symbol,Stock Symbol URL,Similar Companies,CB Rank (School),Number of Events,Stock Exchange,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Delisted Date,Delisted Date Precision,IPO Date,Acquisition Terms,Acquisition Type,Price,Price Currency,Price (in USD),Announced Date,Announced Date Precision,Acquired by,Acquired by URL,Transaction Name,Transaction Name URL,Acquisition Status,Number of Acquisitions,Number of Investors,Number of Lead Investors,Top 5 Investors,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Funding Type,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Date,Funding Status,Number of Funding Rounds,Founders,Number of Founders,Industry Groups,Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Investment Stage,Investor Type,Full Description,Phone Number,Contact Email,LinkedIn,Website,Closed Date,Closed Date Precision,Exit Date,Exit Date Precision,Founded Date,Founded Date Precision,Operating Status,Description,Estimated Revenue Range,Postal Code,Headquarters Regions,Number of Portfolio Organizations
Guestoodo,https://www.crunchbase.com/organization/guestoodo,Private,For Profit,,1-10,"Milan, Lombardia, Italy","3,441,904",,"3,352,938",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniele Marta,1,,,,,,,"Guestoodo is a social platform that connects travelers and tourists with accommodation facilities and operators offering local experiences, services and activities. With Guestoodo, the accommodations can offer tours, wine tasting tours, dinners in local restaurants, cooking lessons, guided tours, local products, entrances to amusement parks and events, offered by professionals, which can be purchased after booking, before check-in and during your stay at the property. In addition to the revenues from the stay, the accommodation facilities receive a commission for each purchase of experience made by their guests.",+393470188640,info@guestoodo.com,https://www.linkedin.com/company/28836167,https://www.guestoodo.com/,,,,,2019-11-25,day,Active,Marketplace,,20126,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Gyver,https://www.crunchbase.com/organization/gyver,Private,,,,"Brescia, Lombardia, Italy","2,744,802",,"2,670,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/gyverjob/l,https://www.gyver-work.it/,,,,,2025-01-01,month,Active,Recruiting platform for skilled blue collars,,25124,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
H-One Lab,https://www.crunchbase.com/organization/h-one-lab,Private,For Profit,"Apps, Biometrics, Medical Device",,"Rome, Lazio, Italy","2,609,107",,"2,536,616",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apps, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"H-One Lab provides realization of wearable device for the detection of pressure points, specific construction for applications in the biomedical sector, expression analysis, point of presence, posture solutions.",+39 06 59878074,info@honelab.it,https://www.linkedin.com/company/h-one-lab,https://www.honelab.it,,,,,2019-01-01,year,Active,H-One Lab is a research and development of innovative solutions that creates wearable device sensors for medical-assistance and sports.,,146,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Hacking Talents,https://www.crunchbase.com/organization/hacking-talents,Private,For Profit,"Human Resources, Software",1-10,"Milan, Lombardia, Italy","1,029,991",,"983,219",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federica Pasini, Nabila Lorini, Teresa Baldini",3,"Administrative Services, Software",,,,,,"The digital platform that supports companies to meet their engagement, inclusion and attraction goals by unleashing their employees’ human potential. Hacking Talents is a plug and play platform that offers full delivery programs to companies “People” goals. Within the program, we match the employee with a professional growth expert to unleash the potential of the person.",,hello@hackingtalents.com,https://www.linkedin.com/company/hackingtalents/,https://www.hackingtalents.com,,,,,2021-12-16,day,Active,The digital platform unleashing people’s full potential at work,,20124,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Hap Digital,https://www.crunchbase.com/organization/hap-digital,Private,For Profit,"Furniture, Manufacturing, Software",1-10,"Milan, Lombardia, Italy","1,688,692",,"1,629,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consumer Goods, Manufacturing, Software",,,,,,,+39 081 18097731,info@hapdigital.it,https://www.linkedin.com/company/hap-digital,https://www.hapdigital.it,,,,,2021-01-01,year,Active,"Hap Digital designs, develops, creates, and markets systems for the creation of smart, digital, and sustainable spaces.",,20123,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Hapu,https://www.crunchbase.com/organization/hapu,Private,For Profit,"Advertising, Digital Marketing, Marketing",1-10,"Milan, Lombardia, Italy","2,929,491",,"2,851,887",,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leonardo Taino, Mauro Foti",2,"Advertising, Sales and Marketing",,,,,,"Hapu designs, develops, and distributes digital experiences for retail brands in the offline world. They believe in technology, the uniqueness of people, the dynamism of their time, and marketing as the design of memorable but human experiences.",+393398515861,info@hapu.io,https://www.linkedin.com/company/hapu-io,https://www.hapu.io,,,,,2021-01-01,year,Active,Hapu is an advertising company that develops new media and designs forms of advertising.,,20123,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Harmonic Shapes,https://www.crunchbase.com/organization/harmonic-shapes,Private,For Profit,"Home Decor, Home Improvement, Interior Design",1-10,"Milan, Lombardia, Italy","2,686,026",,"2,612,393",,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Design, Real Estate",,,,,,"Harmonic Shapes provide interior design and floor and wall covering planning. Marble, wood, glass fibre vinyl, ceramic, natural stone, mosaic, glassware, and eco-friendly films are used. Harmonic shapes use the harmony of geometric shapes on flooring and wall coverings to create designed environments, using made quality materials and cutting-edge technologies.",+39 02 9707 1135,info@harmonicshapes.com,https://www.linkedin.com/company/harmonic-shapes/,https://www.harmonicshapes.com,,,,,2019-01-01,year,Active,Harmonic Shapes offers interior design and plan for flooring and wall coverings.,,20824,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Headvisor,https://www.crunchbase.com/organization/headvisor,Private,For Profit,"Advice, Business Development, Consulting",1-10,"Brescia, Lombardia, Italy","2,133,759",,"2,068,065",,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Media and Entertainment, Professional Services",,,,,,"Headvisor creates and organizes projects to increase productivity, relocate industries, and bring about change through the digitization of procedures. They work in the areas of business strategy, process digitalization, product innovation, and Industry 4.0 industrial business consultancy. By assisting business owners with the administration of all operational areas, including production, MES, APS, marketing strategies, supply chains, research and development, and business strategy, they create growth plans for organizations. They provide coaching for digital managers as well as digital managers.",+39 035 040 1063,info@headvisor.it,https://www.linkedin.com/company/headvisor,https://headvisor.it,,,,,2019-01-01,year,Active,"Headvisor is a business consulting firm that offers business process reengineering, finance, and business growth planning services.",,25124,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Health Technology Products,https://www.crunchbase.com/organization/health-technology-products,Private,For Profit,"Consulting, SEO, Social Media Marketing, Web Design, Web Development",1-10,"Turin, Piemonte, Italy","3,032,075",,"2,952,647",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Design, Internet Services, Professional Services, Sales and Marketing, Software",,,,,,"Health Technology Products offers consulting, system integration, institutional sites, website design, web development, SEO, and analytics. Their customers contact them through phone, email, and online applications.",,hello@divijobs.com,https://www.linkedin.com/company/health-technology-products,https://www.info-htp.it,,,,,2018-01-01,year,Active,"Health Technology Products is a digital agency that provides ecommerce, social media, and web marketing services.",,10122,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
HEALTHY PRO,https://www.crunchbase.com/organization/healthy-pro,Private,For Profit,"Fitness, Nutrition, Wellness",1-10,"Bari, Puglia, Italy","3,576,531",,"3,483,358",,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fabio DeMartino, Gianluca Petti, Roberto Maggiora",3,"Food and Beverage, Health Care, Sports",,,,,,"HEALTHY PRO provides healthy and balanced diet services. They also offer nutrition, fitness, and wellness services. Additionally, they offer fitness monitor progress and modify the plan accordingly.",+39 3201945593,info@healthy-pro.io,https://www.linkedin.com/company/healthy-pro,https://healthy-pro.io,,,,,2021-01-01,year,Active,HEALTHY PRO provides nutrition and fitness services.,,74125,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Heather R. Stone,https://www.crunchbase.com/organization/heather-r-stone,Private,For Profit,"Advertising, Digital Media",1-10,"Naples, Campania, Italy","3,534,238",,"3,442,442",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Advertising, Media and Entertainment, Sales and Marketing",,,,,,,,,https://www.linkedin.com/company/heather-r-stone/,https://heatherrstone.com/,,,,,2020-01-01,year,Active,Heather R. Stone is broadcast media based company.,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
HelioSwitch,https://www.crunchbase.com/organization/helioswitch,Private,For Profit,"Cloud Computing, Energy Management, Software",1-10,"Milan, Lombardia, Italy","3,378,725",,"3,291,599",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicholas Bonfanti,1,"Energy, Internet Services, Software",,,,,,"HelioSwitch provides cloud-based services supporting early adopters in the energy transition. They provide probabilistic modeling, ensemble forecast, and bayesian inference services. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",,info@helioswitch.cloud,https://www.linkedin.com/company/helioswitch,https://www.helioswitch.cloud,,,,,2019-01-01,year,Active,HelioSwitch offers cloud-based services to help early energy transition adopters.,$1M to $10M,20158,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Helpet,https://www.crunchbase.com/organization/helpet,Private,For Profit,"Apps, Health Care, Internet, Pet, Veterinary",1-10,"Rome, Lazio, Italy","526,701",,"496,839",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apps, Community and Lifestyle, Health Care, Internet Services, Software",,,,,,"Helpet offers documentation, health card and every service in a single app. Helpet creates innovative solutions to make life easier for dog and cat lovers.",,info@helpetapp.com,https://www.linkedin.com/company/helpetapp/,https://helpetapp.com,,,,,2019-01-01,year,Active,Helpet is an application designed to manage the needs of pets.,,198,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Her-Age,https://www.crunchbase.com/organization/her-age,Private,For Profit,"E-Commerce, Retail",1-10,"Milan, Lombardia, Italy","815,101",,"774,220",,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alba Figueras De La Parte, Alessandro Berna, Ataman Ersan",3,Commerce and Shopping,,,,,,"At Her-Age we don’t rely on peer-to-peer transactions, but we act as a fully controlled marketplace where we take care of everything, from authentication to pricing and shipping, making it a hassle-free profitable experience. Her-Age is the ultimate solution against luxury counterfeits in the pre-owned market and  helps opening exclusive closets to a safe controlled blockchain environment. Once you buy an eligible item for NTF, you not only get its physical value, but you can become owner of its NFT.       This will allow you to hold on to a virtually eternal worth that will grow independently from the condition of the original piece. You will be able to find all the information in the blockchain regarding your item, including its authentication certificate, proof of ownership and NFT, on a digital wallet.",,customerservice@her-age.com,https://www.linkedin.com/company/her-age,https://her-age.com/,,,,,2021-04-11,day,Active,Her-Age is the first recommerce platform to sell and buy authenticated luxury fashion with NFT option.,,20155,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Here,https://www.crunchbase.com/organization/here-agency,Private,For Profit,"Advertising, Graphic Design, Web Design",11-50,"Milan, Lombardia, Italy","3,545,426",,"3,453,250",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Advertising, Design, Sales and Marketing",,,,,,,+39 0 546 608534,info@h3re.it,https://www.linkedin.com/company/brandinghero,https://h3re.it/,,,,,2020-01-01,year,Active,"Here offers campaign management, graphic, and web design services for the hospitality and real estate sectors.",,20123,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Heremos,https://www.crunchbase.com/organization/heremos,Private,For Profit,Health Care,1-10,"Rome, Lazio, Italy","1,199,399",,"1,148,820",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care,,,,,,"HEREMOS is a wearable health monitoring system that enables continuous, real-time detection, storage, and interpretation of vital physiologic parameters. As delivery of health care continues to focus on wellness solutions beyond healthcare facilities, their technology brings the comprehensive monitoring found in hospital rooms to the comfort of one’s home. HEREMOS empowers patients, and caregivers alike, with seamless health surveillance that fits into their daily activities and lifestyle.",+39 366 4037665,info@heremos.com,https://www.linkedin.com/company/heremos/,https://www.heremos.com/copia-di-home,,,,,2018-01-01,year,Active,Heremos is a wearable health monitoring system.,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
HEU,https://www.crunchbase.com/organization/heu,Private,For Profit,"Document Management, Information Technology, Legal Tech, Software",1-10,"Rome, Lazio, Italy","2,734,123",,"2,659,782",,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luca Visconti, Stefano Quinzii",2,"Information Technology, Professional Services, Software",,,,,,,,info@heulegal.com,https://www.linkedin.com/company/heulegal/,https://www.heulegal.com/en/,,,,,2022-01-19,day,Active,HEU is a legaltech company that automates and manages legal documents and allows users to edit and share them.,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Heureca Group,https://www.crunchbase.com/organization/heureca-group,Private,For Profit,"Outsourcing, Retail, Trading Platform",1-10,"Milan, Lombardia, Italy","3,415,028",,"3,326,856",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Lending and Investments, Professional Services",,,,,,,+39-392-423-2131,info@heurecagroup.com,https://www.linkedin.com/company/heureca-group/,https://heurecagroup.com,,,,,2020-01-01,year,Active,"Heureca Group is a retail company that specializes in distribution, trading, and offshoring services for outdoor heating systems.",$1M to $10M,20121,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
HeyMedico,https://www.crunchbase.com/organization/heymedico,Private,For Profit,"Apps, Consulting, Health Care, Telehealth, Virtual Assistant",11-50,"Milan, Lombardia, Italy","1,680,744",,"1,621,757",,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apps, Health Care, Professional Services, Software",,,,,,"HeyMedico offers view their patients' exams and medical records, check and schedule virtual appointments with their patients. This is the platform for patients who manage their clinical data and carry out video consultations.",+39 000 000 0000,info@heymedico.it,https://www.linkedin.com/company/heymedico/,https://doc.heymedico.it,,,,,2020-01-01,year,Active,HeyMedico is a telemedicine platform for managing clinical data and conducting video consultations.,,20154,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Hhype,https://www.crunchbase.com/organization/hhype,Private,For Profit,"Advertising, Content, Digital Marketing, Social Media Management, Web Development",1-10,"Rome, Lazio, Italy","3,127,056",,"3,045,801",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software",,,,,,,+39 06 2111 7124,hello@hhype.agency,https://www.linkedin.com/company/hhype-agency/,http://www.hhype.agency,,,,,2019-01-01,year,Active,"Hhype specializes in web development, digital marketing, content production, creative strategy, and social media management.",Less than $1M,162,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
Hi!Founders,https://www.crunchbase.com/organization/hi-founders,Private,For Profit,"Education, Training",1-10,"Milan, Lombardia, Italy","1,772,239",,"1,711,861",,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,"Hi!Founders offers courses that include design, development, and marketing courses. They provide services that include branding, campaigns, and email marketing services. The company's contact modes are by mail, phone, and physical address.",+39 12101610967,hifounders@pec.it,https://www.linkedin.com/company/hi-founders/about/,https://www.hifounders.com,,,,,2020-01-01,year,Active,"Hi!Founders is a community that offers branding, campaigns, and email marketing services.",,20123,"European Union (EU), Europe, Middle East, and Africa (EMEA)",
